ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
13171443,15223,8064,5836.940989,58,BAT2136391,15.88478375,C,B2,MORTGAGE,94096.64842,Source Verified,n,Credit card refinancing,22.90738373,0,0,10,0,893,38.40266875,14,f,1044.045461,0.024600924,1.4777843119999998,0.894882634,0,INDIVIDUAL,113,0,22,36008,45669,0
8129318,6733,13249,25033.2412,59,BAT2575549,18.62694883,F,B5,MORTGAGE,79085.05132,Not Verified,n,Debt Consolidation,18.77201101,1,2,15,0,29212,47.51001201,24,w,816.7678295,3.970888753,2.234529681,0.263667475,0,INDIVIDUAL,85,0,24,59996,6325,0
51765082,10951,15699,12540.296709999999,59,BAT4694572,12.43554501,C,F4,MORTGAGE,83238.64107,Verified,n,Debt consolidation,16.24598812,1,0,27,0,15397,87.99428591,16,f,397.7554591,0.005617697,3.103888532,1.008613083,0,INDIVIDUAL,74,0,44,7723,15919,0
41752867,30726,30203,13281.37189,59,BAT2428731,14.84608498,C,C5,MORTGAGE,162592.1407,Verified,n,Credit card refinancing,17.37233852,1,0,13,0,8328,39.03594949,11,w,9272.85548,0.045809906,1.48765901,1.159081459,0,INDIVIDUAL,142,0,35,72754,33381,0
31571519,13148,34944,8924.476747,58,BAT2136391,12.79681713,B,C5,RENT,102992.9645,Not Verified,n,Home improvement,23.60326879,2,0,17,0,1626,42.4342646,17,f,1340.15332,0.021415807999999998,6.512906361000001,0.23880793600000003,0,INDIVIDUAL,21,0,33,45674,36613,0
11345061,17975,7111,9347.609355,58,BAT2833642,12.67196348,C,A5,RENT,72204.6051,Source Verified,n,Home improvement,24.94068845,0,1,5,0,18046,47.1408414,7,f,7093.031693999999,0.034433153,2.414369972,1.3613382059999999,0,INDIVIDUAL,47,0,11,136419,30979,0
9407085,3536,12542,6720.416572,59,BAT4271519,7.7790914870000005,C,C4,MORTGAGE,42850.82656,Source Verified,n,Credit card refinancing,21.44157001,0,0,11,1,2851,22.84656844,4,w,799.0377922,0.064161366,5.303678755,0.976420222,0,INDIVIDUAL,19,0,20,81449,11510,0
5809673,13912,7724,25939.47927,58,BAT1467036,12.80344422,D,A1,RENT,50583.61458,Source Verified,n,Credit card refinancing,14.88229029,0,0,11,4,4115,72.4611368,15,f,2455.403907,0.010397668,1.3524653359999999,1.418974618,0,INDIVIDUAL,31,0,34,155636,10989,0
13203704,18313,32597,5699.540301,59,BAT2558388,14.49630703,A,D1,MORTGAGE,127208.7743,Source Verified,n,Debt consolidation,12.06378682,0,0,11,0,912,62.75805243,20,f,1180.66679,17.13414649,4.301659592,1.07071828,0,INDIVIDUAL,10,0,41,196201,39379,0
46716387,23432,8972,25376.27758,59,BAT3726927,10.9948811,E,C1,RENT,109983.0362,Source Verified,n,Credit card refinancing,37.45765908,0,0,13,0,1823,12.16628802,7,w,333.6998476,0.026348219,8.036559585,0.651725525,0,INDIVIDUAL,92,0,5,153455,19539,0
2415656,4894,13293,15375.457419999999,59,BAT5525466,9.996528227999999,E,C4,MORTGAGE,48788.81351,Verified,n,Debt Consolidation,8.194081386,0,0,23,0,1465,63.51136631,19,f,3619.392433,0.005624693,6.32558732,1.371395979,0,INDIVIDUAL,29,0,20,36845,10379,0
57836081,30871,7374,25809.54259,59,BAT3873588,11.6740162,C,B1,MORTGAGE,148412.1738,Verified,n,Debt consolidation,17.94648411,1,0,12,0,2270,92.96302159999999,22,w,851.9598053999999,0.09398089300000001,1.1256260340000002,0.749851088,0,INDIVIDUAL,34,0,44,533545,9489,0
31920448,7457,15215,14107.218630000001,59,BAT5489674,10.454676800000001,F,C3,RENT,44145.06978,Source Verified,n,Other,26.91884468,0,0,14,0,3226,79.62607134,20,f,5168.55163,12.80223426,0.896400634,0.35257250100000004,0,INDIVIDUAL,70,0,31,12561,8557,0
16549967,8852,16361,13310.226040000001,59,BAT5924421,10.67507819,A,A5,MORTGAGE,43888.182239999995,Source Verified,n,Credit card refinancing,18.29203429,0,0,15,0,9887,67.69624250000001,23,f,1409.9209349999999,34.28022363,1.754237915,0.557796979,0,INDIVIDUAL,50,0,37,88625,39920,0
65403639,25317,32072,27054.12025,59,BAT5629144,14.26840852,A,C3,MORTGAGE,144050.0059,Source Verified,n,Credit card refinancing,19.73371754,1,0,12,0,2478,90.87323213,21,w,1015.934369,0.031539184,4.889495419,0.48008791700000003,0,INDIVIDUAL,35,0,41,65113,14401,1
5335883,10206,11396,9312.742593,59,BAT3461431,14.23375017,C,D3,MORTGAGE,71776.52264,Source Verified,n,Debt consolidation,12.901279800000001,2,0,12,0,13309,26.13354042,18,w,1722.362542,0.058378643,0.509146663,1.080245228,0,INDIVIDUAL,84,0,36,57060,17641,0
46531426,34465,4017,9491.827591,59,BAT2136391,6.521253875,C,B5,MORTGAGE,64085.360689999994,Verified,n,Debt consolidation,30.32038116,1,0,16,0,2372,76.67738072,12,w,2454.434545,0.007136925,8.189865532999999,1.111021101,0,INDIVIDUAL,71,0,18,100646,21477,0
3715224,12642,12824,23706.94811,59,BAT2833642,10.50261849,C,B5,MORTGAGE,69307.87964,Source Verified,n,Credit card refinancing,38.20807781,0,0,7,0,69,50.38785848,14,f,1636.323286,0.09631566400000001,0.595515352,0.594956557,0,INDIVIDUAL,135,0,59,192281,29305,0
7949831,33753,11547,12946.42525,59,BAT3193689,6.599136666000001,B,C5,MORTGAGE,187244.7298,Not Verified,n,Credit card payoff,26.03964291,0,0,15,0,6993,32.07605322,13,w,54.4691324,0.052295367999999995,2.164572258,1.248065274,0,INDIVIDUAL,108,0,40,258812,47052,0
8160302,28544,31567,8374.856794,59,BAT4271519,9.965274371,B,D4,MORTGAGE,76350.92562000001,Source Verified,n,Credit card refinancing,24.33790418,0,0,12,0,1272,52.63517651,14,w,1368.7961990000001,0.036699782,5.423529141,1.200160746,0,INDIVIDUAL,5,0,38,163367,3723,0
2970794,6596,13535,16747.40265,59,BAT3873588,8.773422474,D,B1,MORTGAGE,43117.45654,Not Verified,n,Debt consolidation,31.13457504,0,0,20,0,6094,61.75607396,18,f,553.3221632,0.036998628,2.6825220130000003,1.293484694,0,INDIVIDUAL,35,0,33,72400,17844,0
11500956,34563,9344,11320.790159999999,59,BAT2558388,9.263018286,A,C4,RENT,289336.2817,Source Verified,n,Credit card refinancing,11.722534399999999,0,0,11,0,17504,48.89135318,23,f,322.07918789999997,0.057921905999999995,2.34437397,0.326862284,0,INDIVIDUAL,107,0,7,56888,7806,0
63958340,21918,9447,12178.87312,58,BAT2252229,10.67324406,E,A2,RENT,44358.79608,Source Verified,n,Debt Consolidation,10.012629400000002,0,0,24,0,3116,91.22784714,14,f,1377.238087,0.016382984,2.274038846,1.296409065,0,INDIVIDUAL,8,0,20,66362,56439,0
60203734,19462,10633,8988.247538,36,BAT1930365,13.37004225,B,C2,RENT,67802.06234,Source Verified,n,Debt consolidation,35.68813295,0,0,10,0,31781,40.90951765,24,f,1506.1666050000001,0.033125585,0.23849978800000002,0.33609862700000004,0,INDIVIDUAL,9,0,46,179295,35264,0
25090347,31783,8152,11028.01484,59,BAT2558388,7.735618915,B,C4,RENT,50082.34233,Source Verified,n,Debt consolidation,32.75212871,0,0,12,0,16436,0.035816294,13,f,2473.420847,0.11881062,8.036190387000001,0.80574818,0,INDIVIDUAL,124,0,47,247504,29772,0
53128497,15378,8305,10948.43452,58,BAT4808022,7.882995028,B,C1,MORTGAGE,173717.4995,Not Verified,n,Debt consolidation,33.72976368,0,0,8,0,1041,83.90581973,29,f,730.2927921,0.047056574000000004,2.5810622519999997,1.252919319,0,INDIVIDUAL,29,0,36,224885,5950,0
5953479,18945,31682,13802.205569999998,58,BAT4722912,5.545513248,D,C1,OWN,125640.7525,Not Verified,n,Debt consolidation,30.7413032,0,0,12,0,10123,55.89325304,13,f,792.1348318,0.09711667800000001,2.1921469940000002,0.603605914,0,INDIVIDUAL,140,0,37,59660,12280,0
30783727,3968,19420,11793.52409,59,BAT1586599,20.96238561,B,D1,MORTGAGE,117562.6729,Verified,n,Home improvement,22.67154988,0,2,17,0,8297,29.939372100000003,7,f,1403.557284,0.034072404,5.998522685,0.338064022,0,INDIVIDUAL,32,0,50,101861,4319,1
67877899,7432,11849,10358.138509999999,59,BAT2575549,22.96426765,D,C2,RENT,34134.86035,Verified,n,Credit card refinancing,25.68189459,0,0,12,0,11412,58.08366177,13,w,7217.280486,0.073768979,0.981152008,0.954853981,0,INDIVIDUAL,48,0,21,16743,11971,0
47215478,8920,33086,3927.5488189999996,58,BAT2428731,6.076148947999999,A,C1,RENT,54805.6232,Not Verified,n,Debt Consolidation,23.61103018,0,0,10,0,18938,62.97080003,34,f,4584.975332999999,0.056185993,1.135985668,1.548611404,0,INDIVIDUAL,84,0,43,163918,33458,0
13904310,12614,21891,15045.852930000001,59,BAT4271519,9.993003307,D,B5,RENT,69769.35286,Source Verified,n,Debt consolidation,15.29481944,1,0,16,0,4766,15.54299726,22,w,7403.771731,0.018895704,0.068898424,0.867790684,0,INDIVIDUAL,37,0,51,217615,1534,0
40225184,8726,7061,6834.27067,59,BAT2833642,12.05459308,C,A3,RENT,79893.4202,Source Verified,n,Credit card refinancing,28.17221748,0,0,13,0,3771,94.42298667,17,w,851.5119582000001,0.002349967,5.648021857000001,0.7708307520000001,0,INDIVIDUAL,79,0,29,545453,38096,0
1483667,8587,23525,14125.533159999999,59,BAT2833642,6.738702268,C,B4,RENT,100784.0999,Source Verified,n,Credit card refinancing,26.84337083,0,1,12,0,235,47.63081425,26,w,4359.546058,0.036068828,3.34897752,1.340320577,0,INDIVIDUAL,137,0,27,66747,10355,0
2253330,15416,16506,19847.87994,58,BAT2252229,5.74418675,C,C5,RENT,31198.201139999997,Not Verified,n,Credit card refinancing,33.91683437,1,1,8,0,4206,71.30731841,32,f,11234.97861,0.001137788,0.036613873,0.381593279,0,INDIVIDUAL,6,0,27,184090,30273,0
58884431,16233,10206,22545.74546,59,BAT1780517,7.623093645,D,E3,RENT,101459.7685,Source Verified,n,Credit card refinancing,12.09308743,0,0,26,0,1724,55.53572722,22,f,2551.061796,0.040175114,1.831064495,0.995476393,0,INDIVIDUAL,34,0,42,978345,4781,0
5294593,8097,26964,2345.071348,59,BAT4808022,10.86801603,F,C5,RENT,94110.1801,Source Verified,n,Credit card refinancing,31.5594084,0,0,16,0,5043,20.2388605,20,f,1940.815909,0.104850341,1.505583366,1.283239717,0,INDIVIDUAL,81,0,16,155944,14555,0
42833666,26983,19936,22996.10323,59,BAT1930365,15.65191115,A,B3,MORTGAGE,106375.4947,Source Verified,n,Debt consolidation,24.76571993,1,0,20,0,754,14.73354336,14,f,40.09026189,0.05777454,4.580862476,1.130774482,0,INDIVIDUAL,84,0,51,273831,10398,0
7838470,22692,26137,8898.550994,59,BAT1780517,9.672529513999999,B,C3,MORTGAGE,79909.94838999999,Source Verified,n,Credit card refinancing,19.06678555,1,0,9,0,4038,70.72535926,8,w,10269.31286,0.02876761,7.737071967,1.0262082940000001,0,INDIVIDUAL,42,0,7,163141,25313,0
30634619,5530,17332,17677.81745,58,BAT3865626,8.591908193,D,E4,OWN,52604.83325,Source Verified,n,Credit card refinancing,22.40926118,1,0,28,0,17912,42.96860475,21,w,2670.830782,0.08327011299999999,8.869016473,1.1114169740000002,0,INDIVIDUAL,78,0,24,156931,35897,0
48658961,7595,9199,12938.078459999999,58,BAT5924421,7.803708229,C,D3,RENT,44495.714530000005,Not Verified,n,Debt consolidation,25.9880727,0,0,13,0,2838,70.24596048,24,f,1055.33273,0.048745154000000006,4.654529094,0.52829766,0,INDIVIDUAL,25,0,29,76674,13103,0
12994105,7673,21344,13122.58636,59,BAT1184694,12.31445307,A,B5,OWN,26818.72191,Source Verified,n,Credit card refinancing,38.73080521,0,0,8,0,9007,64.08216381,6,w,468.92001830000004,0.051170633,3.81473761,0.47414714799999996,0,INDIVIDUAL,26,0,18,28867,7330,0
30790824,14862,24361,11299.73653,59,BAT2136391,8.980268923999999,C,A4,MORTGAGE,39558.97905,Verified,n,Credit card refinancing,32.17032429,1,0,11,1,2793,69.4228884,15,f,1441.332158,0.047123415,0.6767026690000001,0.7435815720000001,0,INDIVIDUAL,96,0,314,92902,1696,0
25620232,3402,21316,7503.194366,59,BAT1930365,11.75616513,B,D1,RENT,44725.39874,Verified,n,Credit card refinancing,22.33406751,0,0,11,0,691,3.766363749,11,f,514.6637158,0.081535414,2.721807793,0.650397591,0,INDIVIDUAL,52,0,40,76300,60314,0
26599101,32382,8268,9740.350065,58,BAT2833642,11.30743031,C,C2,RENT,53129.17113,Source Verified,n,Credit card refinancing,24.16779989,3,0,9,0,4930,31.63648705,14,f,1903.358617,0.014593983,0.15496271,0.36369769399999996,0,INDIVIDUAL,158,0,37,176630,29206,0
4422962,17079,16888,15271.72986,59,BAT5525466,17.154465300000002,B,B3,MORTGAGE,78061.47497000001,Source Verified,n,Credit card refinancing,14.83249391,0,0,14,1,1453,55.54994626,21,w,784.8084117000001,30.33577347,6.032379387000001,0.9369845520000001,0,INDIVIDUAL,69,0,8,12229,2731,0
6012841,15992,3958,9923.955356,59,BAT2136391,14.20394213,E,B2,RENT,78732.21477,Source Verified,n,Credit card refinancing,22.964261399999998,2,0,19,0,6132,80.76103048,12,f,30.46212834,0.041306704,2.480797613,0.9128916220000001,0,INDIVIDUAL,40,0,23,133220,44725,0
1633786,6097,9597,12460.034609999999,59,BAT2803411,13.85666422,A,C1,MORTGAGE,78563.54832,Source Verified,n,Debt consolidation,34.87845967,0,0,9,0,2147,63.84146232,18,w,2125.3016399999997,0.050673393,5.350298093,1.0486331709999999,0,INDIVIDUAL,24,0,31,326164,83430,0
37854947,33487,27076,8972.701642,58,BAT4808022,13.0568326,A,E1,RENT,44364.25838,Not Verified,n,Credit card refinancing,30.96429153,0,0,31,0,1253,97.33159359,10,w,818.1913106000001,0.028933697999999997,4.967896069,0.046927549000000006,0,INDIVIDUAL,109,0,43,344849,15370,0
18150540,22352,9039,10376.66231,59,BAT5629144,13.78800964,C,B2,MORTGAGE,58798.2496,Verified,n,Credit card refinancing,27.20357903,0,0,11,0,5551,65.97476561,20,w,7482.917559999999,0.09000818699999999,4.954549353,0.413424092,0,INDIVIDUAL,105,0,16,331030,31529,0
28988839,20708,11337,14535.41151,59,BAT2833642,21.90895749,A,B4,RENT,65247.75392999999,Verified,n,Debt consolidation,8.798267653,0,0,26,0,4701,48.59060153,19,f,51.26683608,0.042645012,1.257166722,1.29469424,0,INDIVIDUAL,25,0,31,188976,12580,0
36809040,10491,9011,16866.63248,59,BAT2252229,14.79693369,B,E5,MORTGAGE,162010.1174,Verified,n,Debt consolidation,26.77451077,0,0,14,0,4735,79.12786423,15,w,6207.305267,0.145291734,4.685441753,0.35005590000000003,0,INDIVIDUAL,10,0,31,146689,47101,0
41200991,26813,8185,7408.480147,58,BAT4136152,6.119230677000001,C,D4,MORTGAGE,33873.26778,Source Verified,n,Credit card refinancing,15.07010147,0,0,9,0,15807,76.06011775,19,f,323.3713708,0.051149082,5.738613507999999,0.173623952,0,INDIVIDUAL,33,0,37,46068,7933,0
10145646,31314,4827,18463.40112,59,BAT3193689,12.25264902,B,E1,OWN,71058.6351,Source Verified,n,Credit card refinancing,15.74395758,0,0,12,0,3688,59.45342858,11,f,182.6099552,19.15547681,1.442152348,1.359642044,0,INDIVIDUAL,36,0,25,363904,14300,0
40839156,28032,7708,11319.22511,58,BAT4136152,15.609291199999998,A,C1,MORTGAGE,50955.125660000005,Source Verified,n,Credit card refinancing,6.60971678,0,0,15,1,3961,21.65588711,20,f,2828.326394,0.012092923,4.320081743,0.683803904,0,INDIVIDUAL,75,0,17,278528,4188,0
37321913,16629,22643,11709.42515,59,BAT2575549,15.71078052,B,A4,MORTGAGE,91162.46597,Not Verified,n,Credit card refinancing,21.92481326,0,1,9,0,10169,13.00409864,18,w,1688.764787,0.088961529,7.293563109,0.9252903370000001,0,INDIVIDUAL,31,0,48,94413,18690,0
32076909,29818,11981,12329.728340000001,59,BAT1761981,8.160621239,E,F1,OWN,97208.52962,Not Verified,n,Debt consolidation,28.60120959,0,0,8,1,2946,69.19522912,15,f,217.9582567,0.117748053,5.698369266,0.250035188,0,INDIVIDUAL,61,0,38,55814,18055,0
11433075,30677,10908,17140.83485,59,BAT2333412,9.611578622,D,B5,MORTGAGE,104004.7103,Source Verified,n,Credit card refinancing,16.045143099999997,0,0,14,1,1613,50.09590316,32,f,1974.352425,0.012738806,2.050766764,0.60922546,0,INDIVIDUAL,68,0,45,322705,64404,1
1848498,22254,18693,16779.20058,58,BAT5525466,10.48793233,B,B3,RENT,53165.67619,Not Verified,n,Debt consolidation,10.09620556,0,0,12,0,6546,31.11953035,15,w,3723.3148590000005,0.10394567800000001,5.270226512,1.4367603,0,INDIVIDUAL,128,0,1,143179,25011,0
7503895,17923,8114,6592.689438,58,BAT1761981,6.594831152,C,B2,MORTGAGE,49288.91565,Verified,n,Business,14.25925252,1,0,18,0,9881,48.91072459,13,f,185.5362825,0.045068671,0.305409149,1.155271566,0,INDIVIDUAL,38,0,53,86780,58293,0
37585499,6656,23065,5227.675868,58,BAT2252229,5.695749505,C,B5,RENT,82348.78553,Source Verified,n,Credit card refinancing,16.14858688,0,0,11,0,35759,45.22378469,29,w,1105.847172,0.04564483,5.778474033999999,1.284799878,0,INDIVIDUAL,95,0,30,122936,62529,0
31471768,9075,32764,17176.86556,59,BAT4351734,11.68307827,B,C1,MORTGAGE,17271.88066,Source Verified,n,Credit card refinancing,33.3631052,1,0,21,0,1737,34.99325502,21,f,729.8807618,0.039417921,2.414397558,34.8125498,0,INDIVIDUAL,66,0,25,80313,30057,0
1493288,20202,7498,9520.117766,59,BAT5629144,10.90003175,B,A4,OWN,132070.6711,Source Verified,n,Credit card refinancing,19.71450634,0,1,13,0,28702,43.03168964,20,w,1059.069974,0.070971765,4.246591012,0.9569219309999999,0,INDIVIDUAL,99,0,45,103284,16563,0
62898784,16344,11684,14716.670240000001,59,BAT3873588,11.62375633,D,E2,RENT,102022.3599,Source Verified,n,Debt consolidation,23.328063600000004,0,0,7,0,1267,49.63356472,10,f,640.7791629,0.006689439,0.657792471,0.177231346,0,INDIVIDUAL,33,0,47,280242,12798,0
13473886,29307,7481,12701.13128,59,BAT2558388,8.545461167000001,C,C2,RENT,108553.9586,Verified,n,Credit card refinancing,16.55900299,0,0,9,0,16239,52.05773619,5,f,287.9635628,0.019949042,3.966577137,0.6413325910000001,0,INDIVIDUAL,71,0,4,91433,45233,0
31471406,12929,29423,12743.08668,58,BAT4271519,15.139227100000001,E,C4,MORTGAGE,182585.2947,Source Verified,n,Debt consolidation,19.80562858,0,0,14,0,23040,8.647536191,8,w,923.5977806,0.100470677,1.656609309,0.412896826,0,INDIVIDUAL,9,0,17,142625,38199,0
27537750,6636,31651,16832.15489,59,BAT1780517,12.69800755,D,B4,MORTGAGE,101418.6656,Not Verified,n,Debt consolidation,15.59666336,1,0,10,0,5786,64.73684222,21,w,1455.983447,0.079426173,4.167435788,0.63103635,0,INDIVIDUAL,95,0,32,171817,27128,0
13360460,9131,33042,10326.776590000001,59,BAT1766061,14.02613237,C,B2,RENT,140705.8201,Verified,n,Credit card refinancing,22.11607045,0,0,13,0,7248,37.93966443,17,f,448.12198870000003,0.135331769,1.5817769169999998,0.829423252,0,INDIVIDUAL,108,0,45,184200,25652,0
31016042,27814,11503,6904.634354000001,58,BAT1766061,16.46011191,F,F5,RENT,68331.11889,Source Verified,n,Other,8.336430528,0,0,12,0,24490,55.45145509,18,w,1190.438266,0.02764938,1.464646255,1.067414716,0,INDIVIDUAL,146,0,47,19561,37757,0
5757940,12375,6641,15672.773430000001,58,BAT2078974,9.14149135,B,G3,MORTGAGE,62220.254570000005,Source Verified,n,Debt consolidation,11.10218691,0,0,13,0,9712,46.13218572,14,f,1727.1197969999998,0.041709722000000005,4.122842891,0.8485424090000001,0,INDIVIDUAL,78,0,37,21967,2104,0
5355420,14318,11823,20972.53728,59,BAT1586599,11.05356812,E,C1,MORTGAGE,89160.82951,Source Verified,n,Credit card refinancing,22.96445959,0,0,14,0,3632,24.17374063,8,w,3906.5754770000003,0.023836398999999998,4.9542805439999995,1.117495727,0,INDIVIDUAL,23,0,296,108734,51505,0
7325629,7402,7399,9023.216196,58,BAT1780517,6.790783622999999,A,C1,OWN,48437.03204,Not Verified,n,Credit card refinancing,35.14870103,0,0,19,0,8846,41.93456824,6,f,11604.380570000001,0.021182387999999996,4.8729366810000005,1.1327408970000001,0,INDIVIDUAL,44,0,15,77475,6928,0
9745943,25600,16024,12190.01952,59,BAT1930365,15.46402686,C,E4,MORTGAGE,81383.12777,Not Verified,n,Debt consolidation,28.08093567,0,0,13,0,2877,23.13256325,20,w,3709.565645,0.085123231,4.63837274,1.303014559,1,INDIVIDUAL,41,0,18,25725,1062,0
17439979,20208,6943,1980.938852,59,BAT5525466,12.0358831,D,D3,MORTGAGE,58963.09926,Not Verified,n,Credit card refinancing,34.08614246,0,0,12,0,16571,56.75094946,38,f,598.1979726,0.08243339400000001,0.171897893,0.80794105,0,INDIVIDUAL,143,0,54,30544,111739,0
9680614,32677,21418,23809.50191,58,BAT2078974,6.623790696,D,E4,RENT,24458.00059,Not Verified,n,Credit card refinancing,12.18738677,0,0,5,0,14386,51.15237281,29,w,4165.048562,0.08534372900000001,3.007480768,1.6012646519999998,0,INDIVIDUAL,14,0,42,193666,34407,0
4184537,15078,21286,10994.90025,58,BAT5629144,12.3847224,A,B2,MORTGAGE,133945.7224,Source Verified,n,Debt consolidation,6.639384228,0,0,14,0,15834,39.59504341,21,f,457.37962220000003,0.105685352,2.8835955460000005,1.136807046,0,INDIVIDUAL,122,0,42,307943,34766,0
4560886,10481,20993,10568.50512,58,BAT3873588,8.240992091,C,C4,RENT,69349.67367,Verified,n,Debt Consolidation,21.63070999,0,0,13,0,12381,63.95531398,20,f,1138.027077,0.002944462,4.707538047,1.081748121,0,INDIVIDUAL,41,0,18,164124,47135,0
59253234,25101,15058,16749.93529,59,BAT3873588,13.57098343,A,A3,RENT,55433.58005,Source Verified,n,Debt Consolidation,16.68791861,0,0,14,0,11416,58.09809114,8,f,1484.4211599999999,0.06083238,0.530626935,0.630002113,0,INDIVIDUAL,24,0,26,30784,63220,0
29467788,21120,7982,12053.03711,59,BAT4722912,6.8668348539999995,A,C3,RENT,82128.75891,Verified,n,Credit card refinancing,14.82807166,1,0,9,0,1551,71.02419388,24,w,965.2839589,0.051531917000000003,0.084990541,0.143023825,0,INDIVIDUAL,68,0,40,113426,23537,0
11407879,13415,22134,22480.178369999998,59,BAT2803411,14.2013712,B,F1,MORTGAGE,160373.1518,Verified,n,Debt consolidation,14.92428533,0,0,10,0,21440,86.37876727,18,w,272.8803934,0.036246467000000004,2.3611838880000002,0.658850587,0,INDIVIDUAL,143,0,38,342884,19050,0
38334871,14711,22735,11323.01549,58,BAT1780517,13.38233246,C,C2,RENT,90831.17855,Verified,n,Debt consolidation,11.10091667,0,0,13,0,1176,48.9422244,33,f,1280.434641,0.045961514,6.704876881000001,1.6269154119999998,0,INDIVIDUAL,155,0,30,186192,19126,0
60263332,10832,15547,10020.47553,59,BAT2078974,15.80140933,C,C5,RENT,66084.57811,Verified,n,Debt consolidation,34.21355181,0,0,10,0,8486,46.54550233,19,w,1028.141573,0.050119323,6.248982467,0.20144164399999998,0,INDIVIDUAL,115,0,57,183767,24106,0
16027301,22040,5844,20896.74269,59,BAT1761981,8.884590576,E,C3,MORTGAGE,65239.40769,Source Verified,n,Debt consolidation,15.371636800000001,0,0,25,0,1861,92.22055109,7,f,262.7544557,0.06568068,2.1618148880000003,1.206818378,0,INDIVIDUAL,78,0,51,20671,33110,0
12512573,21869,31254,11507.2581,59,BAT1930365,11.8656177,A,B2,MORTGAGE,54964.3424,Verified,n,Debt consolidation,21.92066188,0,0,20,0,2825,52.04333443,22,f,2667.384972,0.023822489,3.928767942,0.913248362,0,INDIVIDUAL,117,0,31,3538,11683,0
29092009,19989,8964,9399.521396,59,BAT3873588,12.58098442,A,B2,MORTGAGE,211833.6129,Source Verified,n,Credit card refinancing,35.76157679,1,0,12,0,10286,58.54007131,41,w,44.267243900000004,26.752699699999997,3.746518944,0.476414667,0,INDIVIDUAL,102,0,31,470224,9801,1
3780439,13315,31056,15242.91152,59,BAT5849876,15.16097374,C,A3,MORTGAGE,64255.6071,Verified,n,Home improvement,28.07698344,0,0,19,0,3135,7.226251559,38,w,1992.2900760000002,0.007279786,3.852569206,0.943722198,0,INDIVIDUAL,86,0,49,30936,28652,0
19027717,3330,11904,13478.3221,59,BAT5629144,11.39906148,B,B5,MORTGAGE,141577.4769,Source Verified,n,Credit card refinancing,38.47076346,0,0,11,1,4416,67.16114678,16,f,556.6833903,0.061175121,4.1883921310000005,0.895239549,1,INDIVIDUAL,76,0,17,79028,6004,0
38349404,14743,10358,9822.777296,59,BAT3873588,16.21892405,C,A4,MORTGAGE,81804.14356,Not Verified,n,Business,19.49900132,0,0,11,0,11675,44.67402873,20,f,531.7525722,0.03245742,2.101738905,0.6910009909999999,0,INDIVIDUAL,161,0,467,135375,41500,0
6112557,9778,25133,12121.361340000001,59,BAT5525466,15.04963938,B,D1,RENT,99418.57077,Source Verified,n,Credit card refinancing,16.87283696,1,0,19,0,2195,68.68913988,11,f,5782.236654,0.015105583999999998,1.9541196440000002,0.197011247,0,INDIVIDUAL,73,0,40,463485,25337,0
45327060,14628,25892,11011.75905,58,BAT1586599,14.7607128,B,D3,RENT,30760.950610000004,Not Verified,n,Credit card refinancing,11.5263814,1,0,9,0,1668,33.31889797,28,f,381.3762569,0.077630496,6.347935,0.551095607,0,INDIVIDUAL,42,0,41,200599,11000,0
1703672,11148,8503,15414.850269999999,58,BAT1780517,7.501412664,D,C4,MORTGAGE,302496.6217,Source Verified,n,Credit card refinancing,37.39001753,1,0,10,0,3771,81.4680892,30,f,452.35713210000006,0.051273505,0.131327581,0.40962105200000004,0,INDIVIDUAL,36,0,51,177354,10345,0
40011183,13631,10940,9749.698306999999,58,BAT1761981,6.6851740920000005,A,A4,RENT,32959.8615,Source Verified,n,Debt consolidation,29.66695578,1,0,13,0,2706,11.81522114,9,w,7315.057373000001,13.38958624,1.912259849,0.6587691729999999,0,INDIVIDUAL,15,0,31,37402,16419,0
56715042,20129,7893,10347.020340000001,59,BAT2803411,13.04406465,E,C4,RENT,45234.88484,Source Verified,n,Debt Consolidation,14.86304692,0,2,7,0,1757,53.90709489,18,w,1606.157236,0.041886122000000005,7.700455821,0.5483068879999999,0,INDIVIDUAL,84,0,12,175821,37057,0
71537606,27210,5991,13480.72171,59,BAT5629144,16.34513717,E,B3,MORTGAGE,100685.8683,Source Verified,n,Credit card refinancing,33.46889952,0,0,21,0,8791,32.98117809,14,f,2268.169406,0.040023733,4.713893645,40.41486172,0,INDIVIDUAL,13,0,13,91239,4002,0
8650249,20353,21532,8936.864598999999,59,BAT1766061,9.45740717,D,F1,MORTGAGE,39795.81449,Source Verified,n,Credit card refinancing,27.6409874,0,0,11,0,697,12.13336359,24,w,895.2768478,0.048275832000000005,3.913436269,0.228758984,0,INDIVIDUAL,14,0,417,59349,10596,0
