"V8201","V8202","V8203","V8204","V8205","V8206","V8207","V8208","V8209","V8210","V8211","V8212","V8213","V8214","V8215","V8216","V8217","V8218","V8219","V8220","V8221","V8222","V8223","V8224","V8225","V8226","V8227","V8228","V8229","V8230","V8231","V8232","V8233","V8234","V8235","V8236","V8237","V8238","V8239","V8240","V8241","V8242","V8243","V8244","V8245","V8246","V8247","V8248","V8249","V8250","V8251","V8252","V8253","V8254","V8255","V8256","V8257","V8258","V8259","V8260","V8261","V8262","V8263","V8264","V8265","V8266","V8267","V8268","V8269","V8270","V8271","V8272","V8273","V8274","V8275","V8276","V8277","V8278","V8279","V8280","V8281","V8282","V8283","V8284","V8285","V8286","V8287","V8288","V8289","V8290","V8291","V8292","V8293","V8294","V8295","V8296","V8297","V8298","V8299","V8300","V8301","V8302","V8303","V8304","V8305","V8306","V8307","V8308","V8309","V8310","V8311","V8312","V8313","V8314","V8315","V8316","V8317","V8318","V8319","V8320","V8321","V8322","V8323","V8324","V8325","V8326","V8327","V8328","V8329","V8330","V8331","V8332","V8333","V8334","V8335","V8336","V8337","V8338","V8339","V8340","V8341","V8342","V8343","V8344","V8345","V8346","V8347","V8348","V8349","V8350","V8351","V8352","V8353","V8354","V8355","V8356","V8357","V8358","V8359","V8360","V8361","V8362","V8363","V8364","V8365","V8366","V8367","V8368","V8369","V8370","V8371","V8372","V8373","V8374","V8375","V8376","V8377","V8378","V8379","V8380","V8381","V8382","V8383","V8384","V8385","V8386","V8387","V8388","V8389","V8390","V8391","V8392","V8393","V8394","V8395","V8396","V8397","V8398","V8399","V8400","V8401","V8402","V8403","V8404","V8405","V8406","V8407","V8408","V8409","V8410","V8411","V8412","V8413","V8414","V8415","V8416","V8417","V8418","V8419","V8420","V8421","V8422","V8423","V8424","V8425","V8426","V8427","V8428","V8429","V8430","V8431","V8432","V8433","V8434","V8435","V8436","V8437","V8438","V8439","V8440","V8441","V8442","V8443","V8444","V8445","V8446","V8447","V8448","V8449","V8450","V8451","V8452","V8453","V8454","V8455","V8456","V8457","V8458","V8459","V8460","V8461","V8462","V8463","V8464","V8465","V8466","V8467","V8468","V8469","V8470","V8471","V8472","V8473","V8474","V8475","V8476","V8477","V8478","V8479","V8480","V8481","V8482","V8483","V8484","V8485","V8486","V8487","V8488","V8489","V8490","V8491","V8492","V8493","V8494","V8495","V8496","V8497","V8498","V8499","V8500","V8501","V8502","V8503","V8504","V8505","V8506","V8507","V8508","V8509","V8510","V8511","V8512","V8513","V8514","V8515","V8516","V8517","V8518","V8519","V8520","V8521","V8522","V8523","V8524","V8525","V8526","V8527","V8528","V8529","V8530","V8531","V8532","V8533","V8534","V8535","V8536","V8537","V8538","V8539","V8540","V8541","V8542","V8543","V8544","V8545","V8546","V8547","V8548","V8549","V8550","V8551","V8552","V8553","V8554","V8555","V8556","V8557","V8558","V8559","V8560","V8561","V8562","V8563","V8564","V8565","V8566","V8567","V8568","V8569","V8570","V8571","V8572","V8573","V8574","V8575","V8576","V8577","V8578","V8579","V8580","V8581","V8582","V8583","V8584","V8585","V8586","V8587","V8588","V8589","V8590","V8591","V8592","V8593","V8594","V8595","V8596","V8597","V8598","V8599","V8600","V8601","V8602","V8603","V8604","V8605","V8606","V8607","V8608","V8609","V8610","V8611","V8612","V8613","V8614","V8615","V8616","V8617","V8618","V8619","V8620","V8621","V8622","V8623","V8624","V8625","V8626","V8627","V8628","V8629","V8630","V8631","V8632","V8633","V8634","V8635","V8636","V8637","V8638","V8639","V8640","V8641","V8642","V8643","V8644","V8645","V8646","V8647","V8648","V8649","V8650","V8651","V8652","V8653","V8654","V8655","V8656","V8657","V8658","V8659","V8660","V8661","V8662","V8663","V8664","V8665","V8666","V8667","V8668","V8669","V8670","V8671","V8672","V8673","V8674","V8675","V8676","V8677","V8678","V8679","V8680","V8681","V8682","V8683","V8684","V8685","V8686","V8687","V8688","V8689","V8690","V8691","V8692","V8693","V8694","V8695","V8696","V8697","V8698","V8699","V8700","V8701","V8702","V8703","V8704","V8705","V8706","V8707","V8708","V8709","V8710","V8711","V8712","V8713","V8714","V8715","V8716","V8717","V8718","V8719","V8720","V8721","V8722","V8723","V8724","V8725","V8726","V8727","V8728","V8729","V8730","V8731","V8732","V8733","V8734","V8735","V8736","V8737","V8738","V8739","V8740"
"3","4337","42","0","0","0","0","0","1","0","0","0","0","0","1","0","75000","0","1200","0","0","0","0","0","1200","0","0","2805","0","0","0","0","0","0","0","0","0","1350","0","80","0","320","0","0","0","0","0","2","3","3","17.90","2932","0","0","0","5200","0","1200","0","0","0","0","0","0","29000","0","2330","0","0","0","0","0","10100","0","0","0","0","0","197","0","0","0","41627","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5756","206","235","416","754","1049","2370","286","2023","1833","2536","3515","6249","3159","413","30","3","34","1","31","1","2","1","2","40000","6","1","0","5","1","0","0","0","0","5","0","5","0","0","1","1","5","5","0","10","441","69","1","13.75","5","0.00","0.00","0.00","0","0.00","10","4","1","5","0","5","0","1","1","5","0","5","0","51","55","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00","5","5","0","0","0","27","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","96","370","849","3","0.00","11.00","0","96","0","1","2","1","4","1","1","5","0","5","0","45","30","5","5","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","13","0","0","5","0","8","4","7","7","0","0","5","29","0","29","0","2","6","5","0","0","0","0","0","1","1","2","29","0","2","2","5","5","3","5","5","5","7","5","50","0","14","0","0","0","0","0","5","0","0","0","2","4","3","7360","37","0","0","0","0","0","0","0","0","0","0","0","41627","31330","14.20","977","11.17","7.48","3","1","1","1","3","0","0","0","12500","6","0.5","2","2","2","6","6","1","8","8","1","0","0","0","0","0","0","0","0","1","4","41","6","17","0","0.00","0","1","0","0","0","0","0","0","0","0","7316"
"3","4338","45","0","0","0","0","0","1","0","0","0","0","0","1","0","65000","0","700","0","0","0","0","0","1050","0","0","2460","0","0","0","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","7.50","2288","0","0","0","520","0","1560","0","0","0","0","0","0","16000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16000","0","1","1","1","0","0","0","0","0","0","0","1500","0","0","0","0","0","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","854","4040","2009","1013","400","1923","727","3858","3943","5364","2084","5366","3008","4536","421","23","1","35","1","0","0","0","1","1","10000","6","3","4","5","1","0","0","0","0","5","0","5","0","0","1","1","1","5","0","36","961","937","3","0.00","0","0.00","99.99","99.99","0","0.00","9","6","1","5","0","1","9","1","1","5","0","5","0","42","50","1","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4.88","1","0","0","0","0","23","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","5","0","5","0","5","0","0","0","5","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","0","45","0","1","7","1","0","0","0","0","0","1","5","3","45","0","1","2","1","0","5","4","5","5","5","5","0","0","15","0","0","0","0","0","5","0","0","0","1","4","1","1938","24","0","0","0","0","0","0","0","0","0","0","0","17500","16000","7.65","468","6.50","0.00","3","3","4","3","1","0","0","0","10833","7","0.2","1","3","0","6","0","5","4","5","0","0","0","0","0","0","0","0","0","1","4","152","2","22","0","0.00","0","2","0","0","0","0","0","0","0","0","4729"
"3","4339","5","0","0","0","0","0","1","2","1","2","0","0","1","0","0","0","0","0","3420","0","0","0","300","0","0","2024","0","0","0","112","0","0","0","0","0","1992","0","0","0","112","0","0","0","0","0","2","2","2","14.00","3944","0","0","0","4160","0","2080","0","0","0","0","0","0","5934","0","0","0","0","0","0","0","11163","0","0","0","0","0","0","0","0","0","17097","500","2","2","2","0","0","0","0","0","0","80","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","431","311","1425","3594","354","255","2150","2195","712","255","5360","1190","5190","421","22","2","21","1","27","0","0","1","2","6000","4","1","0","5","5","1","5","0","0","1","7","1","1","3","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","99","5","1","3","5.00","2","1","602","189","3","82","5","0","5","0","1","1","5","0","5","0","51","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","5","0","48","325","849","1","5.24","0.00","0","48","0","5","0","1","1","1","2","5","0","5","0","49","40","1","5","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","1","1","5","0","5","0","1","9","0","1","8","1","2","0","0","4","4","8","7","50","0","5","23","0","34","0","5","7","3","0","0","0","0","0","7","1","3","34","0","1","1","5","5","1","3","4","5","1","1","0","0","9","0","0","0","5","0","0","0","1","1","1","1","2","2049","21","0","0","0","0","0","0","0","0","0","0","0","17177","5934","4.36","801","2.93","5.60","4","2","3","2","3","0","0","0","8550","5","0.5","2","1","2","3","2","1","4","2","0","0","0","0","0","0","0","0","0","1","4","82","5","13","0","0.00","0","5","0","0","0","0","0","0","0","0","5068"
"3","4340","5","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","5280","0","0","0","300","0","0","2124","0","0","0","64","0","0","0","120","0","1659","0","0","0","80","0","0","0","348","0","2","2","2","15.20","3216","0","0","0","2860","0","780","0","0","0","0","0","0","15000","0","0","0","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","20000","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","431","311","1425","3594","354","255","2150","2195","712","255","5361","532","65","421","20","2","20","1","22","0","0","1","1","8500","4","98","0","5","5","1","1","0","0","1","1","1","2","3","1","1","5","5","0","9","610","189","3","0.00","0","0.00","5.02","7.53","0","0.00","1","7","5","5","0","1","1","1","1","5","0","1","3","47","45","5","5","0","0","0.00","0","0","8","81","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","97","0","1","4","0","5","5","1","5","0.00","0","0","1","0","0","6","1","1","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","7","602","189","3","0.00","5.02","0","7","4","5","0","1","1","1","1","5","0","1","9","41","40","1","5","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","12","5","0","0","0","3","4","1","0","25","0","5","17","0","41","0","7","7","5","0","0","0","0","0","4","1","2","17","0","2","2","5","5","1","2","4","5","1","1","0","0","9","0","0","0","5","0","0","0","1","1","1","2","2","2710","24","0","0","0","0","0","0","0","0","0","0","0","20000","15000","6.22","869","7.06","3.01","4","3","3","3","3","0","0","0","13200","5","0.5","2","1","1","3","4","1","5","4","0","0","0","0","0","0","0","0","0","1","4","82","6","13","0","0.00","0","1","0","0","0","0","0","0","0","0","6086"
"3","4341","45","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","240","0","0","0","0","0","0","2400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6.50","1983","0","0","0","120","0","520","0","0","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6413","4349","3103","4725","4641","4329","1555","2998","2648","5521","4500","4044","2711","4368","420","11","1","25","2","0","0","0","5","0","0","9","2","0","5","5","5","0","0","0","5","0","5","0","0","1","1","5","5","0","72","912","669","3","0.00","0","0.00","2.70","2.70","0","0.00","72","0","0","5","0","5","0","1","2","5","0","5","0","50","48","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","1","0","0","4","1","5","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","5","0","5","0","5","0","5","0","0","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","45","0","45","0","8","7","5","0","0","0","0","0","7","1","1","45","0","1","1","5","5","1","2","2","5","2","2","0","0","12","0","0","0","1","2","0","0","0","0","1","2","1","247","16","0","0","0","0","0","0","0","0","0","0","0","5000","5000","2.52","406","2.08","0.00","3","3","3","3","1","0","0","0","99999","9","9.9","1","2","0","5","0","2","0","1","0","0","0","0","0","0","0","0","0","2","2","72","5","5","0","0.00","0","2","0","0","4333","1","0","0","0","0","4729"
"3","4342","42","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2700","0","0","0","700","0","0","1320","0","0","0","560","0","0","0","400","0","1880","0","80","0","128","0","0","0","0","0","2","4","3","22.50","3510","0","0","0","2080","0","300","0","0","0","0","0","0","15000","0","0","0","0","0","0","1","11000","0","0","0","0","0","0","0","0","0","26000","0","4","4","2","0","0","0","0","0","800","0","0","0","0","0","0","0","800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1670","3596","3179","4522","3586","4049","2907","2409","4865","2465","5903","5316","5416","4879","421","27","4","24","1","23","2","2","1","1","15000","5","1","2","5","5","1","5","0","0","1","3","5","0","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","62","9","1","5","5.75","17","1","610","398","7","81","1","2","5","0","1","7","5","0","1","10","33","40","5","81","10","0","1","9","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","1","4","0","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","36","391","707","1","5.75","0.00","0","18","0","1","2","1","2","1","2","5","0","5","0","47","40","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","12","5","0","0","0","2","3","2","2","0","0","5","17","0","17","0","7","7","1","0","0","0","1","1","7","1","3","42","0","1","1","5","5","5","9","1","5","3","3","0","0","11","0","0","0","5","0","0","0","1","8","2","6","4","3730","28","0","0","0","0","0","0","0","0","0","0","0","26800","15000","7.64","1170","11.36","5.85","3","3","3","3","1","0","0","0","5400","5","0.8","2","1","1","3","4","1","6","5","1","0","1","0","0","0","0","0","0","2","2","211","5","1","0","0.00","0","1","0","0","0","0","0","0","0","0","9218"
"3","4343","42","0","0","0","0","0","1","1","0","0","1","3","1","0","0","0","0","0","2080","0","0","0","924","0","0","768","2","0","0","96","0","0","0","1264","2","0","0","0","0","0","0","0","0","0","0","2","4","4","29.10","4524","0","0","0","3380","0","0","0","480","0","3","0","3905","0","0","0","0","0","0","2","0","0","0","0","3138","0","0","0","0","0","2","7043","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","237","1000","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1670","3596","3179","4522","3586","4049","2907","2409","4865","2465","3837","4266","5262","5807","417","20","4","43","1","42","1","16","1","2","19000","6","1","0","5","5","1","5","0","0","5","0","1","2","5","1","3","0","0","0","0","473","757","7","0.00","0","0.00","0.00","0.00","5","99.99","8","1","9","5","0","1","1","5","0","5","0","1","99","99","99","5","5","0","0","0.00","0","0","12","80","33","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","9","0","0","9","0","0","9","9","9","9","0.00","0","0","9","9","9","99","9","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","1","0","0","5","0","1","2","5","0","5","0","0","0","5","0","1","1","5","5","10","5","0","0","0","2","2","4","4","0","0","5","17","0","17","0","8","3","3","11","10","9","6","5","5","1","1","17","0","1","1","1","0","1","9","9","5","19","19","0","0","7","0","0","0","5","0","0","0","0","0","2","9","6","-370","0","0","0","0","0","0","0","0","0","0","0","0","8043","3905","1.78","1513","5.08","0.00","3","3","3","3","2","6","0","5","3467","5","0.7","3","3","3","2","3","1","1","0","0","0","0","0","1","1","0","0","0","2","2","211","1","2","0","0.00","0","1","0","0","0","0","0","0","0","0","9528"
"3","4344","42","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1800","0","0","0","600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1648","0","0","0","780","0","0","0","80","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","816","0","2592","0","0","0","0","0","0","0","0","3408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5267","3989","1025","727","1870","4659","397","1810","2981","533","4532","2353","5261","2462","421","11","1","74","2","0","0","0","5","0","0","3","1","0","5","5","1","5","0","0","1","4","5","0","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","72","5","0","0","0","0","0","0","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","0","5","0","5","0","5","0","0","0","1","1","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","42","0","42","0","9","7","5","41","0","0","41","1","8","5","1","42","0","1","1","5","5","5","2","9","5","70","70","0","0","8","0","0","0","5","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3408","0","2.07","337","0.00","0.00","3","3","3","3","1","0","0","0","6000","4","0.3","1","6","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","2","3","92","0","1","0","0.00","0","2","0","0","0","0","0","0","0","0","4359"
"3","4345","42","0","0","0","0","0","1","0","0","0","0","0","1","0","45000","0","500","0","0","0","0","0","1850","0","0","2350","0","0","0","400","0","0","0","0","0","1872","0","0","0","0","0","0","0","0","0","2","3","3","19.10","3129","0","0","0","5200","0","1404","0","0","0","0","0","8968","0","0","0","0","0","0","0","0","7143","0","0","11889","0","0","0","0","0","0","28000","720","3","3","2","0","0","0","0","5076","0","0","0","0","0","0","0","0","5076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5129","4298","4397","926","3406","4657","3965","2427","2978","1695","2822","3609","1285","3346","421","15","3","59","1","31","1","10","1","1","25000","5","1","0","5","1","0","0","0","0","5","0","5","0","0","1","3","0","0","0","0","245","678","1","4.37","9","0.00","0.00","0.00","0","0.00","12","0","0","5","0","1","5","5","0","5","0","5","0","47","50","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","5","1","0","2","5","0","2","65","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","0","310","678","1","4.37","0.00","0","999","0","5","0","5","0","5","0","5","0","5","0","52","36","5","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","1","2","5","0","1","1","5","0","1","1","1","1","1","5","9","5","0","0","0","3","3","3","3","0","0","5","42","0","42","0","7","7","1","11","0","0","2","0","3","1","3","42","0","2","3","5","5","1","2","2","1","22","22","0","0","12","0","0","0","5","0","0","0","0","0","1","3","3","3718","28","0","0","0","0","0","0","0","0","0","0","0","33076","8968","10.57","1043","3.82","3.82","3","3","3","3","1","0","0","0","9000","5","0.6","2","5","2","4","3","1","7","7","0","0","1","0","0","0","0","0","0","2","3","92","5","1","0","0.00","0","1","0","0","0","0","0","0","0","0","7316"
"3","4346","9","0","0","0","0","0","1","3","0","0","1","1","1","0","0","0","0","0","3480","0","0","0","780","0","0","1509","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6.50","2473","0","0","0","1040","0","520","0","0","0","0","0","0","10000","0","0","0","0","0","0","1","0","0","0","0","0","0","3600","0","0","0","13600","0","1","1","1","0","0","0","0","0","0","0","0","0","600","0","0","0","600","8500","1","6","0","0","0","0","0","0","0","0","0","0","0","0","1495","8500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2836","2809","1778","964","2359","2354","3543","2728","5448","1197","3520","3414","5273","607","420","21","1","33","2","0","0","0","1","1","2000","3","2","0","5","5","1","1","0","0","1","4","5","0","0","1","1","5","5","0","24","492","608","3","0.00","0","0.00","7.55","11.33","0","0.00","24","0","0","5","0","1","3","1","2","5","0","5","0","47","32","1","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","5","1","0","1","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","0","5","0","5","0","5","0","0","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","21","0","21","0","9","7","1","12","11","8","3","3","4","1","2","9","0","1","1","5","5","3","4","6","5","15","15","0","0","12","0","0","0","1","2","0","0","1","8","1","7","2","1962","24","871","19","0","0","0","0","0","0","0","0","871","22700","10000","9.18","406","6.63","0.00","3","3","2","2","1","0","0","0","11600","4","0.3","1","2","0","5","0","4","5","6","0","0","0","0","0","0","0","0","0","1","2","271","5","33","0","0.00","0","3","0","0","0","0","0","0","0","0","4729"
