"V6301","V6302","V6303","V6304","V6305","V6306","V6307","V6308","V6309","V6310","V6311","V6312","V6313","V6314","V6315","V6316","V6317","V6318","V6319","V6320","V6321","V6322","V6323","V6324","V6325","V6326","V6327","V6328","V6329","V6330","V6331","V6332","V6333","V6334","V6335","V6336","V6337","V6338","V6339","V6340","V6341","V6342","V6343","V6344","V6345","V6346","V6347","V6348","V6349","V6350","V6351","V6352","V6353","V6354","V6355","V6356","V6357","V6358","V6359","V6360","V6361","V6362","V6363","V6364","V6365","V6366","V6367","V6368","V6369","V6370","V6371","V6372","V6373","V6374","V6375","V6376","V6377","V6378","V6379","V6380","V6381","V6382","V6383","V6384","V6385","V6386","V6387","V6388","V6389","V6390","V6391","V6392","V6393","V6394","V6395","V6396","V6397","V6398","V6399","V6400","V6401","V6402","V6403","V6404","V6405","V6406","V6407","V6408","V6409","V6410","V6411","V6412","V6413","V6414","V6415","V6416","V6417","V6418","V6419","V6420","V6421","V6422","V6423","V6424","V6425","V6426","V6427","V6428","V6429","V6430","V6431","V6432","V6433","V6434","V6435","V6436","V6437","V6438","V6439","V6440","V6441","V6442","V6443","V6444","V6445","V6446","V6447","V6448","V6449","V6450","V6451","V6452","V6453","V6454","V6455","V6456","V6457","V6458","V6459","V6460","V6461","V6462","V6463","V6464","V6465","V6466","V6467","V6468","V6469","V6470","V6471","V6472","V6473","V6474","V6475","V6476","V6477","V6478","V6479","V6480","V6481","V6482","V6483","V6484","V6485","V6486","V6487","V6488","V6489","V6490","V6491","V6492","V6493","V6494","V6495","V6496","V6497","V6497_A","V6498","V6498_A","V6499","V6500","V6501","V6502","V6503","V6504","V6505","V6506","V6507","V6508","V6509","V6510","V6511","V6512","V6513","V6514","V6515","V6516","V6517","V6518","V6519","V6520","V6521","V6522","V6523","V6524","V6525","V6526","V6527","V6528","V6529","V6530","V6531","V6532","V6533","V6534","V6535","V6536","V6537","V6538","V6539","V6540","V6541","V6542","V6543","V6544","V6545","V6546","V6547","V6548","V6549","V6550","V6551","V6552","V6553","V6554","V6555","V6556","V6557","V6558","V6559","V6560","V6561","V6562","V6563","V6564","V6565","V6566","V6567","V6568","V6569","V6570","V6571","V6572","V6573","V6574","V6575","V6576","V6577","V6578","V6579","V6580","V6581","V6582","V6583","V6584","V6585","V6586","V6587","V6588","V6589","V6590","V6591","V6592","V6593","V6594","V6595","V6596","V6596_A","V6597","V6597_A","V6598","V6599","V6600","V6601","V6602","V6603","V6604","V6605","V6606","V6607","V6608","V6609","V6610","V6611","V6612","V6613","V6614","V6615","V6616","V6617","V6618","V6619","V6620","V6621","V6622","V6623","V6624","V6625","V6626","V6627","V6628","V6629","V6630","V6631","V6632","V6633","V6634","V6635","V6636","V6637","V6638","V6639","V6640","V6641","V6642","V6643","V6644","V6645","V6646","V6647","V6648","V6649","V6650","V6651","V6652","V6653","V6654","V6655","V6656","V6657","V6658","V6659","V6660","V6661","V6662","V6663","V6664","V6665","V6666","V6667","V6668","V6669","V6670","V6671","V6672","V6673","V6674","V6675","V6676","V6677","V6678","V6679","V6680","V6681","V6682","V6683","V6684","V6685","V6686","V6687","V6688","V6689","V6690","V6691","V6692","V6693","V6694","V6695","V6696","V6697","V6698","V6699","V6700","V6701","V6702","V6703","V6704","V6705","V6706","V6707","V6708","V6709","V6710","V6711","V6712","V6713","V6714","V6715","V6716","V6717","V6718","V6719","V6720","V6721","V6722","V6723","V6724","V6725","V6726","V6727","V6728","V6729","V6730","V6731","V6732","V6733","V6734","V6735","V6736","V6737","V6738","V6739","V6740","V6741","V6742","V6743","V6744","V6745","V6746","V6747","V6748","V6749","V6750","V6751","V6752","V6753","V6754","V6755","V6756","V6757","V6758","V6759","V6760","V6761","V6762","V6763","V6764","V6765","V6766","V6767","V6768","V6769","V6770","V6771","V6772","V6773","V6774","V6775","V6776","V6777","V6778","V6779","V6780","V6781","V6782","V6783","V6784","V6785","V6786","V6787","V6788","V6789","V6790","V6791","V6792","V6793","V6794","V6795","V6796","V6797","V6798","V6799","V6800","V6801","V6802","V6803","V6804","V6805","V6806","V6807","V6808","V6809","V6810","V6811","V6812","V6813","V6814","V6815","V6816"
"3","2235","29","0","0","0","0","0","1","0","0","0","0","0","1","0","3","100","40000","0","30000","0","3528","0","415","0","0","0","0","0","0","690","0","104","450","2205","0","0","0","0","0","0","0","0","0","163","0","1976","0","0","0","48","0","0","0","0","0","41","0","2","2","2","14.00","2968","520","0","156","0","0","0","0","0","0","0","0","2600","0","2080","0","0","0","0","0","0","0","0","0","0","0","0","28000","0","0","0","0","0","0","16000","0","0","0","0","0","400","0","0","0","44400","0","2","11848","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186","2162","1318","1973","3493","2652","2089","2782","4101","5256","1306","6528","11","2","28","2","30","1","24","0","0","1","5","0","0","0","1","2","18000","1","4","4","2","1","1","28","5","0","5","0","0","1","3","3","1","3","1","1","5","5","0","20","233","31","208","24","0","0","0","0","0","5","0","5","0","1","3","5","0","5","0","49","45","5","1","14.00","5","0.00","0.00","0.00","0","0.00","5","0","0","0.00","0","0","1","0.00","1","0","0","0","0","5","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","15","0","31","0","6","10","5","5","0","1","1","1","2","5","0","5","0","49","40","5","1","8.00","0.00","0","5","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","10","3","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","1","0","5","0","0","0","0","0","5","0","0","5","1","5","5","0","5","16","0","0","1","5","4","4","3","0","63","0","5","1","0","29","0","5","5","1","0","0","0","0","0","1","1","2","29","0","1","1","5","5","5","2","3","5","9","9","0","0","14","0","0","0","0","0","5","0","0","0","1","2","44400","28000","0","14.96","801","12.70","8.10","1","1","3","1","1","0","0","0","10000","5","0.5","2","2","1","6","7","0","1","9","9","0","0","0","0","0","0","0","0","0","1","3","5","22","0","0","0","0","0","0","1","356","2235","2","4396"
"3","2236","23","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","22000","0","700","0","444","0","38","0","0","0","0","0","0","752","0","0","0","1960","0","0","0","0","0","0","0","0","0","980","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","4","37.40","5236","2080","0","260","0","1300","0","0","0","0","0","0","2080","0","7800","0","0","0","0","0","0","0","0","0","0","0","0","13000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13000","0","6","667","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5180","152","253","629","109","2002","647","578","31","773","1271","5424","20","2","17","6","40","1","33","4","3","5","0","0","0","0","1","2","40000","5","0","5","1","1","1","16","5","0","5","0","0","5","0","0","5","0","1","1","5","1","1","70","415","55","407","180","0","0","0","0","0","5","0","5","0","1","3","5","0","5","0","49","40","5","3","0.00","0","0.00","7.15","10.73","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","1","0","98","3","5","0","5","2","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","1","0","0","1","40","5","1","5","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","5","5","1","1","9","5","0","0","5","0","0","1","1","5","5","0","5","6","5","0","0","0","9","2","0","0","0","0","5","23","0","23","0","8","7","5","0","0","0","2","0","3","1","1","23","0","1","1","5","9","1","2","2","5","20","20","0","0","9","0","0","0","5","0","0","0","0","0","1","2","13000","13000","0","2.48","1750","6.63","0.00","3","3","3","3","1","0","0","0","4400","4","1.2","2","3","2","3","2","0","1","4","1","0","1","2","1","0","0","0","0","0","2","3","2","2","0","0","0","0","0","0","1","252","2236","2","8707"
"3","2237","23","0","0","0","0","0","1","1","1","3","0","0","1","0","2","5","20000","0","12000","0","1440","0","78","0","0","0","0","0","0","984","0","0","0","2054","0","0","0","0","0","0","0","0","0","999","0","840","0","0","0","0","0","0","0","0","0","0","0","2","7","5","35.60","4960","2366","0","0","0","0","0","0","0","0","0","0","3120","0","520","0","0","0","0","0","0","0","0","0","0","0","0","17000","0","0","0","0","0","0","3250","0","0","0","0","0","0","0","0","0","20250","0","7","1971","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5463","936","860","3661","3803","2005","1089","1931","4513","5316","1287","5424","18","2","17","7","25","1","24","5","1","5","0","0","0","0","1","2","99998","1","5","5","1","1","1","11","5","0","5","0","0","5","0","0","5","0","1","1","5","5","0","62","614","21","49","36","0","0","0","0","0","5","0","5","0","1","26","5","0","5","0","26","79","5","3","0.00","0","0.00","6.90","10.35","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","1","0","99","7","5","0","5","9","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","62","42","21","40","5","4","5","0","0","1","0","0","1","45","0","5","5","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","5","5","1","1","4","1","4","0","5","0","0","5","1","5","5","0","5","12","5","0","0","0","2","4","99","99","0","0","5","23","0","23","0","8","7","5","1","1","0","2","2","4","1","1","23","0","1","1","5","5","1","2","3","5","4","4","0","0","13","0","0","0","0","0","5","0","0","0","1","1","20250","17000","0","4.08","1666","8.28","3.87","3","3","3","3","1","0","0","0","4000","3","1.4","2","2","1","6","4","0","1","6","3","2","2","1","0","0","0","0","0","0","2","3","5","2","0","0","0","0","0","0","1","252","2237","2","10423"
"3","2238","9","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2160","0","5","5","0","0","216","0","0","0","1934","0","28","0","160","0","0","0","0","0","164","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","10.40","2205","0","0","104","0","0","0","0","0","0","0","0","520","0","0","0","0","0","0","0","0","0","4160","1820","0","0","0","9300","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9650","0","2","936","19","0","0","0","0","0","0","0","0","1225","0","0","0","0","1225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6358","119","2575","3769","2427","4761","3291","1830","632","659","1989","7184","42","2","23","2","26","2","0","1","3","1","5","0","0","0","1","1","15000","5","0","4","3","5","0","0","0","0","1","8","1","1","1","3","5","0","1","1","5","5","0","40","372","88","849","12","0","0","0","0","0","1","1","1","2","5","0","5","0","5","0","49","37","1","1","4.50","1","6.25","0.00","0.00","0","0.00","5","0","0","0.00","0","0","1","6.25","1","0","0","0","0","13","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","3","0","2","5","5","1","1","5","0","80","1","35","5","0","5","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","1","1","0","1","1","4","5","0","0","1","1","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","9","0","9","0","5","4","5","0","0","0","0","0","4","1","3","9","0","2","3","5","5","5","4","5","5","5","5","0","0","15","0","0","0","0","0","5","0","0","0","1","8","10875","9650","1225","4.93","595","4.99","0.00","3","3","3","3","1","0","0","0","5400","4","0.5","1","2","0","6","0","0","2","3","4","0","1","0","0","0","0","0","0","0","2","4","5","2","0","0","0","0","0","0","2","230","2238","2","4434"
"3","2239","45","0","0","0","0","0","1","0","0","0","0","0","1","0","7","50","20000","0","12500","0","1800","0","315","0","0","0","0","0","0","800","0","0","0","2314","0","0","0","0","0","0","0","0","0","167","0","2020","0","0","0","0","0","0","0","0","0","100","0","2","3","3","21.90","3592","416","0","156","0","156","0","0","0","0","0","0","2080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22800","0","0","0","0","0","0","9300","0","0","0","0","0","0","0","0","0","32100","0","2","6722","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1050","1650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","727","361","1103","2842","2454","1919","2204","4201","3220","5038","2157","3344","4","2","23","3","40","1","40","0","0","1","1","0","0","0","1","3","13500","1","5","7","1","1","1","27","5","0","5","0","0","5","0","0","5","0","1","1","5","1","1","51","533","30","148","54","0","0","0","0","0","5","0","5","0","1","2","5","0","5","0","50","42","1","3","0.00","0","0.00","8.00","12.00","0","0.00","1","75","1","7.50","4","16","1","12.00","1","0","0","0","0","17","4","5","0","5","4","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","41","321","71","717","60","0","0","5","0","5","0","1","2","5","0","5","0","50","40","1","1","99.99","0.00","0","5","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","8","3","1","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","1","5","5","1","1","97","5","0","0","5","0","0","1","1","5","5","0","5","12","5","0","0","0","2","3","13","10","50","0","5","45","0","45","0","6","7","1","9","8","0","2","2","3","1","3","45","0","1","1","5","5","1","2","4","5","19","19","0","0","12","0","0","0","5","0","0","0","0","0","1","1","33750","22800","0","9.40","1196","9.85","4.60","3","3","3","3","1","0","0","0","2857","7","0.4","3","3","3","4","4","0","1","8","8","0","0","0","0","0","0","1","0","0","2","3","1","36","0","0","0","0","0","0","1","272","2239","2","5118"
"3","2240","45","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","25000","0","0","0","0","0","130","0","0","0","0","0","0","505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1647","0","0","1560","0","0","0","0","0","0","0","0","630","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","312","0","2196","0","0","0","0","0","0","0","0","2508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6047","3762","3658","4061","3651","1534","554","1955","1460","5169","565","3344","6","2","29","1","71","2","0","0","0","5","0","0","0","0","1","1","5000","5","0","5","1","1","5","0","0","0","5","0","0","5","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","64","5","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","30","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","1","9","0","0","5","0","5","0","5","0","0","0","5","5","0","1","1","3","4","5","0","0","5","0","0","9","5","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","5","45","0","45","0","3","4","5","0","0","0","0","0","2","1","1","45","0","1","2","9","0","3","2","2","5","16","16","0","0","10","0","0","0","1","2","0","0","0","0","1","2","2508","0","2508","1.52","337","0.00","0.00","3","3","3","3","1","0","0","0","5000","6","0.2","1","6","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","2","0","14","0","0","0","0","0","0","2","272","2240","2","3118"
"3","2241","45","0","0","0","0","0","1","0","0","0","0","0","1","0","200","2000","23000","0","3000","0","1392","0","300","0","0","0","0","0","0","2050","0","24","800","4398","0","0","0","0","0","0","0","0","0","312","0","2000","0","0","0","0","0","0","0","0","0","167","0","2","6","4","39.60","5544","624","0","156","0","146","0","0","0","0","0","0","2860","0","0","0","0","0","0","0","0","100","468","0","0","0","0","10000","0","0","0","0","0","0","6200","0","0","0","0","0","0","0","0","0","16200","200","6","1291","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5447","3054","2111","865","2836","2173","3312","2720","5312","5241","528","3344","3","2","26","6","38","1","34","4","9","1","1","0","0","0","1","1","4500","1","4","6","1","1","1","4","5","0","5","0","0","5","0","0","1","3","1","1","5","1","1","62","690","43","329","18","0","0","0","0","0","5","0","5","0","5","0","5","0","5","0","52","84","1","3","0.00","0","0.00","4.17","6.25","0","0.00","5","0","0","0.00","0","0","1","6.25","5","1","0","0","0","5","4","5","0","5","4","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","5","0","75","925","86","839","48","0","0","5","0","5","0","1","2","5","0","5","0","50","40","1","3","0.00","3.15","0","5","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","12","3","1","1","1","1","3","4","9","5","0","5","0","5","0","5","0","5","0","5","0","0","0","5","0","5","0","1","1","5","0","1","1","5","1","1","1","3","5","0","0","5","0","0","1","1","5","5","0","5","12","5","0","0","0","1","2","4","2","50","0","5","32","0","32","0","8","7","1","99","99","99","4","9","7","1","1","32","0","2","4","5","5","1","2","2","5","18","18","0","0","11","0","0","0","5","0","0","0","0","0","2","1","16200","10000","0","2.92","1853","2.27","3.10","3","3","3","3","2","0","0","0","3833","5","1.0","2","3","2","3","4","0","1","5","2","0","0","2","1","1","0","0","0","0","2","1","1","5","0","0","0","0","0","0","1","272","2241","2","8707"
"3","2242","45","0","0","0","0","0","1","0","0","0","0","0","1","0","6","50","130000","0","40000","0","4596","0","320","0","0","0","0","0","0","2040","0","0","0","1895","0","0","0","160","0","0","0","0","0","705","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6.30","1921","0","0","520","0","0","0","0","0","0","0","0","520","0","0","0","0","0","0","0","0","50","0","0","0","0","0","12700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12700","0","1","1864","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2130","2353","3442","1678","1520","3459","3541","4202","5499","4216","5188","3344","5","2","25","1","46","2","0","0","0","5","0","0","0","0","1","2","10000","1","4","6","1","1","1","22","1","0","5","0","0","1","2","3","5","0","1","1","1","5","0","40","372","92","917","48","0","0","0","0","0","5","0","1","2","1","3","5","0","5","0","47","40","5","1","6.60","1","9.90","0.00","0.00","0","0.00","1","40","1","3.00","1","10","1","3.00","5","5","0","0","0","65","1","1","1","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","10","0","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","1","1","0","1","4","0","5","0","0","5","0","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","1","0","10","0","8","4","1","20","14","0","2","1","0","5","1","1","0","2","3","5","9","3","2","4","5","10","10","0","0","12","0","0","0","5","0","0","0","0","0","1","1","12700","12700","0","6.61","393","6.70","0.00","3","3","3","3","2","0","0","0","21667","7","0.2","1","4","0","4","0","0","4","4","6","0","0","0","0","0","0","0","0","0","1","3","3","32","0","0","0","0","0","0","2","272","2242","2","3253"
"3","2243","12","0","0","0","0","0","1","1","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","1680","0","5","1","0","0","200","0","10","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","19.50","4212","0","0","2912","0","728","0","3","52","0","88","0","1200","0","364","0","552","0","1080","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3288","0","0","0","0","0","0","0","0","0","0","0","0","3288","688","2835","2","0","0","0","0","0","0","0","0","0","0","0","500","500","2","1","1","6086","449","4431","2904","4920","1026","997","1998","4807","3070","2228","6160","23","2","30","3","40","2","0","2","12","1","1","0","0","0","5","0","0","0","0","5","2","5","0","0","0","0","5","0","0","1","2","6","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","62","4.13","1","5","0","5","0.00","5","0.00","4","0","1","62","83","3","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","3","0","56","1","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","1","1","1","1","1","7","5","0","5","0","0","0","1","5","0","5","1","1","0","1","4","1","5","0","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","1","0","1","0","9","6","5","12","4","2","3","1","6","1","2","1","0","2","3","9","0","3","2","2","5","8","8","0","0","10","0","0","0","5","0","0","0","0","0","1","6","6623","0","0","1.57","1065","0.00","0.00","2","3","3","3","3","4","0","2","3360","5","0.6","1","3","0","3","0","0","5","2","0","0","0","1","1","0","0","0","0","0","2","3","1","4","0","0","0","0","0","0","2","300","2243","1","5218"
"3","2244","12","0","0","0","0","0","1","0","0","0","0","0","1","0","5","50","70000","0","0","0","0","0","1200","0","0","0","0","0","0","1000","0","20","200","2280","0","0","0","0","0","0","0","0","0","240","0","96","0","0","0","0","0","0","0","0","0","0","0","2","2","2","12.60","2671","1040","0","0","0","0","0","0","0","0","0","0","2600","0","1040","0","0","0","0","0","0","0","0","0","0","0","0","35000","0","0","0","4170","0","0","3330","0","0","0","1390","0","200","0","1110","0","45200","0","2","12224","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2690","3264","2424","2897","144","3208","3443","5067","2486","5336","2198","6160","22","2","20","2","57","1","54","0","0","1","1","0","0","0","1","2","25000","1","4","4","1","1","5","0","0","0","5","0","0","1","1","1","1","5","1","1","1","5","0","15","53","88","897","60","0","0","0","0","0","5","0","5","0","1","4","5","0","5","0","48","45","5","1","12.50","5","0.00","0.00","0.00","0","0.00","1","80","1","83.00","12","10","1","99.98","1","0","0","0","0","15","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","802","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","71","11","12","8","1","0","5","0","0","1","0","0","1","20","0","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","1","0","1","3","0","1","1","0","5","0","0","5","1","5","5","0","5","15","0","0","5","0","5","4","0","0","0","0","5","12","0","12","0","5","1","5","20","13","0","2","0","0","5","2","12","0","1","1","1","0","3","2","2","5","36","32","75","0","16","0","0","0","0","0","1","5","0","0","1","4","45200","39170","0","21.15","721","17.18","34.69","2","2","2","2","1","0","0","0","17500","5","0.5","2","5","4","7","6","0","1","9","9","0","0","0","0","0","0","0","0","0","1","4","1","32","0","0","0","0","0","0","1","300","2244","2","4396"
