"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173_1","V173_2","V174","V175","V176","V177_1","V177_2","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V197_A","V197_B","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V243_A","V243_B","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282_1","V282_2","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440"
"3","52460","5246","0","16500","247","0","1416","0","0","0","0","0","150","0","0","0","0","0","98","0","1212","5","130","0","48","0","0","0","5","1383","4150","52","0","234","0","1495","0","0","0","0","0","0","0","0","0","2944","0","0","0","112","0","0","0","0","0","0","0","3000","0","48","0","0","0","6104","0","0","0","0","0","2","0","2788","8500","0","8500","0","0","0","0","8500","0","667","667","0","0","0","0","0","0","0","3","4","0","0","0","100000124","17","4","60","3","6","1","2","0","0","5","0","0","0","5","0","5","1","5","2","30","24","1","3","1","0","0","4","0","0","0","5","0","5","0","762","1199","3","14","2","2","22","2","1","0","0","2","68","1963","1","3","1","1","4","1","1","3","1","4","2","1","1","5","0","5","0","2","5","0","4","1","1","4","9","0","0","0","0","4","0","0","0","0","0","2","1","1","3","3","3","1","0","5","0","0","1","2","2","5","4","98","1","1","153","999","1","2","4","4","1","3","5","5","0","4","5","0","0.00","0","0","4","5","5","5","5","3","5","0","2","2","5","1","4","4","5","0","0.00","1","0","1","0","7","0","0","0","0.00","1","19","0","0","0","0","0","0","0","3","5","5","0","5","7","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","5","2","1","1","0","1","0","0","0","0","5","4","0","4","0","1","0","0","1","3","7","5","1","0","0","2","0","5","1","5","5","1","5","1","1","5","5","1","3","1","1","1","5","4","3","6","0","1","2","1","4","0","198","0","8828","8161","6774","2.05","1.97","4.90","5710","5483","13656","3123","5285","3215","1495","5992","1.08","2.89","99.99","7","7","7","6","5","5","4","4","6","4","2","6","3","3","5","1","5","9","3","3","5","3","4","4","0","0","5","0","0","2","1","27","2","7","2750","4","3","9","0","0","3","5","5","0.8","0","0","1","0","7","5","5","5","5","6","6","4","3","3","6","3","2.19","2.19","1.72","1.72","2.05","2.05","1.65","1.65","5","4","5","4","3","0","0","0","0","0","0","6","4","3","2","0","3","0","0","2","3","1","0","0","0","3","1","4","76","74","117","0","15","3978"
"3","52470","5247","0","15400","231","3","1360","3","0","0","0","0","250","0","25","0","0","0","150","0","0","0","300","0","82","0","120","0","3","1065","3194","0","0","47","0","2002","0","0","0","0","0","0","0","0","0","3120","2","0","0","0","0","1320","2","0","0","0","0","1800","0","95","0","0","0","6335","0","0","0","0","0","2","0","2673","350","350","760","0","0","0","0","4048","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","100000124","15","4","90","6","3","1","1","0","0","1","3","1","5","1","2","3","1","3","2","39","39","1","7","1","0","0","3","0","0","0","5","0","5","0","702","1284","7","3","3","6","26","2","1","0","0","2","62","282","3","5","5","3","0","0","5","0","1","4","3","2","6","1","1","0","2","2","5","0","5","0","0","2","5","2","0","2","0","4","2","0","2","0","1","1","1","1","2","3","3","2","0","1","0","0","7","2","8","5","9","98","1","3","245","777","3","0","0","0","0","0","5","5","0","6","5","0","0.00","0","0","1","3","3","2","3","5","5","0","0","0","7","1","8","5","5","0","0.00","5","5","1","0","1","0","0","0","0.00","1","23","0","3","3","245","777","7","2","3","1","5","0","2","0","5","0","0","1","0","0","5","0","0","0","0","1","1","0","0","0","5","5","0","0","1","0","2","0","4","3","0","1","4","0","4","0","1","0","0","8","0","2","5","1","0","3","0","0","1","3","1","1","1","5","1","1","1","5","1","5","5","5","9","9","4","3","2","0","5","6","1","2","3","381","3","4754","4754","3867","1.27","1.49","3.63","3388","3979","8343","2111","4113","-65","2002","6335","1.88","0.11","0.27","5","5","5","4","3","3","2","3","5","0","3","6","2","2","4","3","0","0","3","3","1","3","4","4","0","0","5","5","0","3","3","39","3","4","5133","7","1","9","0","0","5","6","3","1.0","0","0","1","3","6","7","1","4","4","5","3","6","3","6","2","1","1.53","1.53","1.19","1.19","1.39","1.39","1.12","1.12","3","3","3","3","4","0","0","0","0","0","0","3","4","1","2","0","5","0","0","2","3","1","1","0","1","4","0","3","58","63","99","0","3","2703"
"3","52480","5248","0","18000","270","0","1032","0","0","0","0","0","350","0","0","0","0","0","900","0","0","0","150","0","24","0","0","0","5","1976","5928","0","0","234","0","2080","0","0","0","0","0","0","0","0","0","2496","0","0","0","0","0","0","0","0","0","0","0","400","0","24","0","0","0","2920","0","1440","0","300","1","1","1740","2920","5000","0","5000","2000","500","2500","0","7500","0","442","442","0","0","0","0","1","0","0","2","4","0","0","0","100000800","16","5","55","5","6","1","1","0","0","5","0","0","0","5","0","5","1","5","3","46","0","1","8","3","0","0","5","0","0","1","5","0","5","0","702","3367","4","64","2","1","26","3","1","0","0","3","65","1035","1","1","5","1","0","0","5","0","1","4","2","1","1","5","0","1","0","0","5","0","6","0","0","4","5","2","0","2","0","1","0","0","0","0","0","1","1","2","1","5","5","0","1","5","0","0","1","2","5","5","5","9","1","5","415","69","3","0","0","0","0","0","5","1","0","4","5","0","0.00","0","0","4","5","5","5","5","5","5","0","0","0","7","1","6","5","5","0","0.00","1","0","1","0","6","0","0","0","0.00","5","25","3","0","0","0","0","0","0","0","0","0","0","5","0","5","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","5","0","0","1","0","4","0","0","0","0","5","7","0","7","0","1","5","0","1","5","4","5","1","0","0","0","0","1","1","1","1","1","5","1","1","5","5","1","1","5","1","1","5","17","2","7","0","1","7","1","2","0","480","0","8130","7688","5988","1.27","1.30","3.03","3694","3787","8849","2552","5074","2426","2080","4660","1.05","2.00","99.99","7","7","7","6","3","3","2","3","6","3","3","5","2","2","4","1","4","9","1","1","3","1","4","3","2","3","0","2","0","4","0","23","1","9","3000","5","3","1","0","0","5","6","4","0.8","1","2","1","1","8","9","6","5","4","8","5","6","2","4","5","2","1.88","1.88","1.48","1.48","1.75","1.75","1.41","1.41","3","3","4","3","3","0","0","0","0","0","0","5","7","4","0","0","2","0","0","2","2","1","0","0","1","3","1","3","61","62","94","0","2","4081"
"3","52490","5249","0","20000","300","0","1488","0","0","0","0","0","150","0","0","0","0","0","160","0","0","0","0","0","0","0","480","0","1","342","1670","0","0","0","0","1429","0","0","0","0","0","50","1","0","0","1716","0","0","0","1040","0","0","0","0","0","0","0","1000","0","0","0","0","0","3756","0","0","0","0","0","1","0","2084","2500","0","4200","0","0","0","0","4200","0","496","496","0","0","0","0","0","0","0","1","4","0","0","0","100000800","12","5","60","2","3","1","1","0","0","5","0","0","0","5","0","1","1","1","1","59","0","2","0","0","0","0","2","0","0","0","5","0","5","0","702","3413","4","83","0","0","18","1","1","0","0","1","59","150","1","1","5","1","0","0","5","0","5","0","0","0","1","1","5","1","3","3","5","0","3","0","0","0","0","2","0","2","0","0","0","0","0","0","0","3","1","2","2","1","3","3","2","5","0","0","1","2","2","5","5","98","1","7","944","787","3","0","0","0","0","0","5","5","0","4","5","0","0.00","0","0","3","5","9","5","5","5","5","0","4","0","3","5","5","0","5","0","0.00","5","9","1","0","5","0","0","0","0.00","4","16","5","0","0","0","0","0","0","0","0","0","0","5","0","5","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","2","1","1","0","3","0","0","0","0","5","3","2","3","2","2","3","5","3","5","7","1","0","0","3","0","0","2","1","1","1","1","1","1","1","1","5","5","1","5","1","3","5","15","1","3","0","5","8","3","2","0","480","0","4730","4234","2584","2.51","2.54","7.56","5241","5284","15746","2578","4503","-303","1464","2716","4.28","1.46","99.99","5","5","5","3","5","5","5","3","5","0","2","3","4","4","6","5","2","9","2","2","2","2","4","2","2","0","0","0","3","5","0","30","2","9","6667","7","1","9","0","0","2","3","4","0.3","3","3","2","1","9","8","4","3","4","6","8","5","1","4","7","0","2.39","2.39","2.00","2.00","2.22","2.22","1.97","1.97","6","6","5","7","1","0","0","0","0","0","0","6","4","4","0","0","2","0","0","0","1","1","1","0","1","3","1","5","72","73","125","0","2","1663"
"3","52500","5250","0","0","0","0","0","0","180","0","0","0","0","0","0","0","0","0","178","0","0","0","0","0","0","0","0","0","1","435","2125","0","0","70","0","0","0","0","0","0","0","435","2","0","0","3060","0","0","0","0","0","0","0","0","0","0","0","400","0","0","0","0","0","3460","0","0","0","0","0","1","0","2380","2460","0","2460","0","0","0","0","2460","0","224","224","0","0","0","0","0","0","0","2","4","0","0","0","100000800","13","5","45","3","1","5","0","0","0","5","0","0","0","5","0","1","1","1","1","40","0","1","0","0","0","0","2","0","0","0","5","0","5","0","702","3813","3","56","0","0","0","1","1","0","0","1","57","150","1","1","5","1","0","0","5","0","5","0","0","0","1","1","1","0","0","0","5","0","9","0","0","2","5","0","0","0","0","0","0","0","0","0","0","1","1","2","2","3","3","2","2","5","0","0","9","2","5","5","5","13","1","2","0","0","1","1","4","4","1","4","5","5","0","2","5","0","0.00","0","0","4","4","5","5","5","5","5","0","0","0","6","5","8","0","5","0","0.00","1","0","5","5","3","0","0","0","0.00","4","20","5","0","0","0","0","0","0","0","0","0","0","5","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","1","0","3","7","0","0","0","5","2","2","2","2","2","0","0","0","5","9","5","1","0","2","0","0","1","1","3","1","2","5","1","2","1","5","5","1","5","2","2","5","4","2","3","0","1","2","3","4","0","0","0","2895","2671","2491","1.16","1.26","5.73","2755","2992","13629","358","582","1878","435","3460","1.00","0.80","99.99","3","3","3","3","2","2","4","0","1","2","0","4","1","2","5","1","1","9","-20","0","1","1","4","4","0","0","0","0","5","3","0","20","1","9","1800","3","1","4","0","0","4","0","2","1.0","1","1","1","0","4","7","4","6","4","7","3","5","1","4","7","0","1.40","1.40","1.17","1.17","1.30","1.30","1.15","1.15","2","3","3","5","4","0","0","0","0","0","0","2","4","4","2","0","3","1","0","0","1","1","1","0","1","4","1","6","52","55","117","0","2","1798"
"3","52510","5251","0","12000","180","0","0","0","0","0","0","0","150","0","25","0","0","0","85","0","0","0","0","0","0","0","372","0","1","342","1670","52","0","234","0","650","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","975","0","38","0","0","0","1013","0","0","0","0","0","1","0","4827","0","0","100","0","0","0","0","730","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","100000124","18","5","70","0","6","1","5","0","0","1","4","4","5","1","2","1","1","1","1","56","0","2","0","0","0","0","2","0","0","0","5","3","1","3","702","4051","6","54","0","0","18","1","1","0","0","1","50","150","1","1","5","1","0","0","5","0","5","0","0","0","4","1","1","0","1","1","5","0","3","1","5","4","5","8","2","8","2","0","7","0","7","0","0","1","1","1","2","2","3","2","1","5","0","0","1","2","2","5","5","98","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","1","5","1","1.25","4","16","2","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","1","0","1","0","0","1","0","0","0","0","0","5","9","5","5","1","4","2","1","2","2","6","1","0","1","4","4","4","4","4","0","0","8","3","5","5","3","1","0","1","0","5","5","3","5","2","1","1","1","1","5","1","5","1","5","5","5","34","3","2","0","5","5","1","2","0","720","0","1525","1500","425","0.44","0.90","1.24","2110","4336","5998","787","1437","-707","650","1013","1.90","99.99","99.99","1","2","2","0","2","4","1","1","2","0","1","2","0","1","2","3","9","9","2","2","1","2","4","2","2","0","0","0","0","5","0","28","2","9","2000","4","1","9","0","2","2","3","7","0.2","2","2","2","1","9","3","2","4","5","1","4","2","2","6","6","0","0.42","0.42","0.35","0.35","0.39","0.39","0.34","0.34","1","2","1","1","0","0","0","0","0","0","0","7","0","2","1","1","3","0","0","0","1","1","0","0","1","3","0","4","46","66","77","0","3","1663"
"3","52520","5252","0","0","0","0","0","0","390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","342","1670","0","0","0","0","346","1","0","0","0","0","0","0","520","0","1040","0","960","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","3000","0","0","0","0","0","1","0","2840","1564","0","1564","0","0","0","0","2415","0","94","112","0","0","0","0","0","0","0","2","4","0","0","2","100000124","16","4","60","1","6","5","0","0","0","5","0","0","0","5","0","1","1","1","1","59","0","2","0","0","0","0","2","0","0","0","5","0","5","0","702","4149","7","53","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","0","5","0","6","0","0","0","0","0","0","0","0","4","1","1","1","1","2","1","1","1","3","1","3","2","1","1","0","0","2","2","9","5","5","98","2","6","0","0","0","1","0","2","0","2","5","5","3","4","0","0","0.00","0","0","2","3","5","2","5","5","1","0","0","0","2","0","4","0","0","0","0.00","0","0","0","0","2","5","1","5","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","3","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5","3","0","0","1","0","3","0","0","0","0","5","2","0","2","0","1","3","0","6","0","0","5","3","0","0","0","2","3","5","5","5","9","3","1","1","5","4","2","1","1","2","2","3","64","3","2","0","5","3","3","2","0","0","0","2935","2823","2433","1.45","1.69","7.11","4107","4801","20204","390","848","1567","710","2040","2.08","1.50","99.99","3","3","3","3","4","4","6","0","1","2","1","3","2","2","6","3","3","9","0","1","1","2","4","9","2","0","2","0","0","5","0","30","2","9","650","2","0","9","0","0","0","0","7","0.2","2","4","1","2","3","4","4","2","4","3","4","4","2","7","6","0","1.37","1.37","1.15","1.15","1.27","1.27","1.13","1.13","3","4","3","6","0","0","0","0","0","0","0","2","1","1","1","1","2","1","0","1","2","1","1","0","1","5","0","5","64","69","142","0","3","1663"
"3","52530","5253","0","0","0","0","0","0","1200","0","0","0","250","0","250","0","0","0","190","0","0","0","100","0","10","0","0","0","4","1144","3432","312","0","234","0","1662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1960","0","0","0","200","0","2300","0","23","0","0","0","4283","0","0","0","0","0","2","0","3699","0","9500","9501","0","0","0","0","9501","0","942","942","0","0","0","0","0","0","0","11","4","0","0","0","100000820","21","5","999","6","5","5","0","0","0","1","2","2","5","1","1","4","1","4","2","35","39","1","2","1","0","0","3","0","0","0","5","0","5","0","703","1031","2","3","5","1","30","2","1","0","0","1","60","100","3","3","5","1","0","0","5","0","1","2","2","1","1","5","0","1","1","1","1","3","5","2","5","4","1","2","0","2","0","3","0","0","0","0","0","3","1","1","2","2","3","0","1","5","0","0","3","4","4","5","5","98","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","7","4","4","1","2.00","1","27","0","3","1","100","878","5","4","7","1","9","0","5","0","5","0","0","9","0","0","0","0","0","0","0","1","7","0","0","0","5","5","0","0","1","0","3","4","4","1","0","5","2","2","2","2","5","4","5","1","5","4","1","2","1","1","1","0","1","1","1","1","2","3","3","5","5","4","2","1","1","1","3","5","61","4","6","0","5","2","1","3","0","0","0","10051","8909","7209","2.77","2.60","6.30","10240","9602","23310","1640","4244","5257","1662","4283","1.45","99.99","4.85","7","8","7","6","8","7","7","2","5","6","2","5","4","4","6","2","9","7","3","3","3","3","4","9","2","0","0","0","0","3","3","37","3","2","2400","4","1","9","0","4","6","6","5","0.8","0","0","1","0","5","7","3","5","4","7","4","4","3","5","4","2","2.87","2.87","2.24","2.24","2.68","2.68","2.15","2.15","6","6","6","6","3","0","0","0","0","0","0","3","6","2","1","1","4","2","0","2","5","0","0","1","1","4","1","2","101","98","153","0","18","3383"
"3","52540","5254","0","0","0","0","0","0","1080","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","715","2646","0","0","0","0","1300","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","576","0","1024","0","0","0","0","0","1024","0","0","0","0","0","1","0","4816","0","0","0","0","0","0","672","2741","0","0","0","0","0","0","0","0","0","0","12","4","0","0","0","100000743","23","4","50","6","6","5","0","0","0","5","0","0","0","2","2","2","1","2","1","40","0","2","7","1","1","1","3","0","0","0","5","0","5","0","703","3237","3","72","5","4","22","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","5","0","1","5","0","4","0","0","0","0","5","0","5","0","4","0","0","0","0","0","3","1","1","2","2","5","1","1","1","0","0","6","3","4","5","5","98","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","4","22","3","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","2","3","0","0","0","1","0","0","0","0","0","0","5","3","0","0","1","0","3","4","6","1","0","5","1","0","1","0","1","0","0","8","5","7","5","0","1","0","0","0","5","5","5","1","1","4","1","5","1","5","5","1","1","1","5","1","41","3","2","0","5","2","1","2","0","0","0","3817","3241","2011","1.04","1.22","2.81","4989","5899","13545","1230","2530","211","1650","1024","2.31","99.99","99.99","3","4","4","3","4","5","4","2","3","0","2","2","1","1","4","4","9","9","0","1","5","2","4","3","2","0","0","0","0","3","0","20","1","9","1800","3","0","9","0","0","5","5","6","0.3","2","2","1","4","3","0","1","4","5","4","4","2","2","7","5","1","1.11","1.11","0.88","0.88","1.07","1.07","0.86","0.86","2","3","2","2","1","0","0","0","0","0","0","2","2","3","1","1","5","1","0","1","2","1","1","1","1","6","1","4","71","77","116","0","4","2268"
"3","52550","5255","0","0","0","0","0","0","1200","0","0","0","150","0","0","0","0","0","100","0","0","0","63","0","15","0","0","0","3","983","2948","104","0","0","0","884","0","0","0","250","0","0","0","0","0","1200","0","0","0","0","0","300","1","0","0","63","0","2537","0","265","0","0","0","4302","0","0","0","0","0","2","0","3689","2000","300","2500","0","0","0","0","6200","0","30","30","0","1","0","0","0","0","0","274","20","0","0","0","100000031","10","5","45","6","6","5","0","0","0","5","0","0","0","1","4","3","1","3","2","21","22","1","2","0","0","0","3","0","0","0","5","0","5","0","116","1120","3","3","0","0","19","2","1","0","0","1","65","1070","1","1","5","1","0","0","1","3","1","1","2","1","1","1","1","0","1","1","5","0","3","1","5","0","0","5","0","5","0","4","7","0","7","0","3","4","1","1","1","3","1","0","0","5","0","0","4","3","3","5","5","98","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","5","0","2","0","0","0","0.00","0","0","0","0","3","0","0","0","0.00","1","19","0","7","6","0","0","6","9","6","1","1","0","5","4","5","0","0","1","0","0","0","0","0","0","3","1","1","0","0","0","5","5","0","0","1","0","3","0","6","1","0","5","3","2","3","2","4","0","5","1","5","2","5","1","1","4","0","0","3","5","1","5","1","1","1","3","5","5","2","1","1","1","9","5","99","4","7","0","5","3","3","7","0","0","0","6576","6483","5133","2.10","2.20","5.22","7758","8113","19263","1450","2364","3836","884","4302","0.90","1.67","1.00","6","6","6","6","7","7","6","2","3","4","1","5","3","3","5","1","3","2","0","1","1","3","1","9","9","3","0","2","0","1","1","22","1","3","2000","4","3","9","0","0","3","3","6","0.5","0","0","1","0","6","5","3","3","6","4","4","2","3","7","8","1","2.35","2.35","1.82","1.82","2.14","2.14","1.72","1.72","5","5","5","5","2","0","0","0","0","0","0","4","3","3","1","1","3","1","0","0","2","1","1","0","1","5","1","7","88","90","139","0","19","2703"
"3","52560","5256","0","0","0","0","0","0","1200","0","0","0","50","0","0","0","0","0","460","0","0","0","250","0","22","0","0","0","1","435","2125","0","0","0","0","2040","0","0","0","65","0","0","0","0","0","544","0","680","0","0","0","0","0","0","0","0","0","400","0","87","0","0","0","1711","0","0","0","0","0","1","0","4129","4000","0","4000","0","0","0","0","4000","0","464","464","0","0","0","0","0","0","0","12","4","0","0","0","100000743","25","5","60","5","2","5","0","0","0","5","0","0","0","1","1","1","1","1","1","49","0","1","0","0","0","0","2","0","0","0","5","0","5","0","703","3207","3","62","0","0","0","1","1","0","0","1","65","1070","1","1","5","1","0","0","1","5","1","4","3","1","4","1","1","0","0","0","5","0","4","0","0","0","0","2","2","2","2","0","6","5","6","5","2","1","1","1","2","2","1","1","1","5","0","0","7","3","6","5","5","98","1","5","0","0","2","1","4","1","5","0","5","1","0","4","5","0","0.00","0","0","2","5","5","5","5","1","5","4","0","4","2","5","2","0","5","0","0.00","1","0","5","5","5","0","0","0","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","2","1","3","4","0","0","0","5","4","4","4","4","2","0","0","1","0","8","5","0","0","0","0","0","1","1","1","1","1","1","2","4","5","5","1","5","1","2","4","5","16","3","3","0","5","2","3","8","0","0","0","4315","3851","2601","1.88","1.81","5.98","7772","7483","24689","1710","4214","-214","2040","1031","4.69","7.35","99.99","5","5","4","3","7","6","7","2","5","0","3","2","3","3","5","5","8","9","0","1","1","1","4","3","2","0","0","0","0","4","0","25","2","9","6000","7","3","9","0","0","0","0","3","0.5","0","2","1","0","5","7","4","4","4","6","3","4","5","8","7","0","2.28","2.28","1.90","1.90","2.11","2.11","1.87","1.87","4","4","5","5","2","0","0","0","0","0","0","2","5","2","0","0","2","1","0","2","4","1","1","0","1","4","0","5","88","87","157","0","4","1798"
"3","52570","5257","0","0","0","0","0","0","810","0","0","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","420","0","4","1508","4524","260","0","18","0","830","1","0","0","0","0","0","0","0","0","1960","0","0","0","80","0","0","0","0","0","0","0","1800","0","0","0","0","0","3840","0","400","1","250","1","1","650","2000","3447","0","3447","400","250","650","0","4097","0","60","60","0","0","0","1","1","0","0","311","8","0","0","0","100000231","4","5","90","3","4","5","0","0","0","5","0","0","0","2","2","4","1","4","2","45","0","2","8","3","0","0","5","0","0","1","5","0","5","0","511","3343","5","52","2","2","25","1","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","5","0","9","5","0","3","2","5","2","5","9","0","9","0","1","2","0","2","0","2","3","1","2","3","3","5","2","1","5","0","0","3","4","4","5","4","98","1","4","310","677","1","4","3","3","1","4","5","5","0","4","5","0","0.00","0","0","2","3","5","5","2","5","2","0","1","2","5","1","4","5","5","0","0.00","1","0","5","5","4","0","0","0","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","5","2","2","1","0","2","4","9","9","0","1","2","0","2","0","1","2","0","2","3","2","1","0","5","0","1","0","5","5","5","5","3","1","2","5","1","5","1","3","2","5","4","3","8","2","4","0","5","3","1","2","0","0","0","4097","4037","2877","0.91","0.89","1.91","1811","1785","3816","1580","2470","1627","830","4410","0.55","1.76","99.99","5","5","5","3","1","1","1","2","3","2","1","5","1","1","3","0","3","9","25","8","5","2","3","3","0","4","2","3","0","4","0","23","1","9","2025","4","0","9","0","0","0","5","2","1.0","3","5","1","2","3","0","2","3","4","0","7","3","2","5","5","2","1.24","1.24","0.96","0.96","1.16","1.16","0.93","0.93","2","2","3","1","4","0","0","0","0","0","0","1","0","1","0","0","2","1","0","1","2","0","1","0","1","3","0","3","43","42","62","0","1","3418"
"3","52580","5258","0","0","0","0","0","0","900","0","0","0","343","0","0","0","0","0","150","0","0","0","50","0","20","0","0","0","5","1778","5335","0","0","0","0","2418","0","425","0","55","0","0","0","0","0","2200","0","0","0","0","0","432","0","0","0","0","0","2500","0","500","0","0","0","5632","0","0","0","0","0","2","0","3024","7000","600","7600","0","0","0","0","7600","0","532","532","0","0","0","0","0","0","0","365","42","0","0","0","100000660","6","5","60","5","5","5","0","0","0","5","0","0","0","2","4","5","1","5","2","44","38","1","7","2","2","0","4","2","1","0","5","0","5","0","509","1122","3","3","5","4","21","4","1","0","0","1","62","652","3","3","5","1","0","0","1","3","1","4","2","1","1","1","5","5","1","2","5","0","6","0","0","0","0","7","7","7","7","3","7","0","7","0","2","1","1","1","3","2","3","1","0","5","0","0","1","1","8","5","5","98","1","5","0","0","1","4","1","4","1","3","5","5","0","6","5","0","0.00","0","0","3","5","3","5","5","5","5","9","0","2","6","1","4","3","5","0","0.00","5","5","5","5","7","0","0","0","0.00","1","20","0","0","7","0","0","1","6","3","1","5","0","5","6","5","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","5","5","1","2","2","1","1","0","0","0","0","1","4","2","4","2","2","5","0","0","5","6","5","7","5","0","0","0","5","4","5","2","1","3","5","5","5","4","5","1","1","1","1","3","42","3","3","0","5","3","1","2","0","0","0","8130","7598","6355","1.42","1.42","3.57","4308","4307","10809","1393","4343","3257","2843","5632","1.60","3.18","1.39","7","7","7","6","4","4","3","2","5","4","3","6","2","2","4","2","6","2","1","1","4","3","3","3","0","0","0","0","0","3","3","41","3","7","1800","3","2","9","0","0","4","4","4","1.0","0","0","1","1","6","1","4","3","5","3","4","4","3","8","7","3","1.95","1.95","1.54","1.54","1.83","1.83","1.47","1.47","3","3","4","3","4","0","0","0","0","0","0","3","2","3","0","0","3","1","2","0","4","1","1","0","1","5","1","5","66","66","104","0","1","3978"
